!DOCTYPE/Slow,lewi,internationallyagreed
"as/G- WANTS,adop,Febraury
FOLLOWING RAINFALL/carlos,umuarama,PAST 24
FOOD.O/C FOODS,19001003,P AND
FOODS/Sale 72.7,SRFI.O,CURTICE BURNS
FOODS INC>/Sale,19000618,BARRICINI
FOR/EXPIRED,STG,HONG KONG'S
FORD MOTOR/qtly,00650101,Pai June
FORD RAISES/QTLY,PAYOUT,ctsshr
FOREIGN/REPAY,MINISTER,ZEALAND TO
FORF.O/Fortun Financial,Secur Savings,FORTUNE FIN'L
FORTRAN/Austec,Melbourne,RyanMcFarlnad
FORTUNE FIN'L/Fortun Financial,Secur Savings,Fortun Savings
FORTUNE SYSTEMS/Tiger,Fortun Systems,FSYS.O
FOUNDATION CUTS/wurlitzer,wur,Farni R.
FOURTH/IFC,Fourth National,NATIONAL CORP>
FOXT.O/midAugust,Fox,fox
FPL GROUP/INC,shr,fpl
FRANCE/HIGHER GROWTH,,UNEMPLOYMENT IN,reaccelerated
FRANCE CUTS/FROM,8-14,sevenday
FRANKLIN ELECTRIC/FELE.O,00730101,respect
FRANKLIN PENNSYLVANIA/TaxFree Income,Franklin Pennsylvania,payout
FRASER AND/FRNM.SI,NEAVE,19000627
FRB.N/RepublicBank,FIRST REPUBLICBANK,00460101
FREDDIE MAC/adjusts,OLD,MATURITY
FREE/lord,ABBETT,INCOME FUND
FREE MARKET/breadmak,EC GRANTS,MAIZE
FREEDOM FEDERAL/BUYER,SEEKS,Freedom Federal
FREIGHTS/Radnik,Casablanca,Legionario
FRENCH AID/reafforest,cfa,HELP
FRENCH STATE/pitch,Ministri said.,flotations
FRESH JUICE/opeat,NEt,FRSH.O
FRFE.O/BUYER,FREEDOM FEDERAL,SEEKS
FRN/UPS FRANCE,VBI Corp,,Indi
FRNM.SI/FRASER AND,NEAVE,19000627
FROM/CAJAMARQUILLASPOKESMAN,FEAR DAMAGE,Button
FRONTIER INSURANCE/Quadrangl,frtr,malpractic
FROST AND/SULLIVAN,Semiannual,frsl
FROZEN FOOD/EXPRESS,FEXP.O,00540101
FRSH.O/opeat,FRESH JUICE,NEt
FRSL.O/SULLIVAN,FROST AND,RD
FRST.O/Mth,FIRSTIER FINANCIAL,INC
FRTR.O/Medic Quadrangle,malpractice,frontier
FRanc/Soufr,herbicidesand,grapevines
FRance/German and,Pari agreement.,afternoon Canadian
FSB/JOHNSTOWN SAVINGS,ELMIRA SAVINGS,TOBK.O
FSC/State asked,charged,Superfund
FSIS/safer,Commun Nutrition,Institut "Company
FSLIC/ninerecurring,fin,FIDELITY FEDERAL
FSLIC since/Corp on,Coast Savings,Joaquin
FSO/poland,Warsaw,JapanPoland
FSSLA.O/Landa,FINANCIAL SECURITY,Financi Security
FSYS.O/Tiger,FORTUNE SYSTEMS,Fortun Systems
FTA/globe.,U.S.Israeli,israeli
FTC/fairly,U.S STUDY,Hilk
FTSE/Gilt,pointed,subdu
FUJITSU LTD/ITSU.T,ended,Current
FULLSCALE/Kharrazi,fullfledged,INVOLVES IT
FUNC.O/First Union,Port Bank,,Sarasota
FUND/UPS FRANCE,FRN,TAX FREE
FUR/INVESTMENTS,FIRST UNION,ln
FURTHER/merits,rorer,CONSIDERATION
FW Woolworth/Amrel,completing,Woolworth
FWC/baggag,Conerg,Stearn Airport
FWW/Amrel,completing,Woolworth
Faber/Millard,Levi,Although the
Faber Plc>/undesirable.,Grenfell,Willis
Face/incomes,Barend,minibudget
Facet/fct,INVESTMENT PARTNERSHIP,Charter Oak
Facil/subSaharan,IDAadministered,Niger
Facility/subSaharan,IDAadministered,Facil
Factor/alRashid,recessionhit,edict
Factori/Hua Rubber,radial,Coat
Fadhil/necess,conference.,extracts
Fahd/trauma,newspaper,Lajou
Fail/epa,currentaccount,scenario
Fairbank/ouncesyard,highergrade,GOLD
Fairchild/billoin,SCHLUMBERGER LTD,seizur
Fairfield/Peviously,BECOR WESTERN,meantime
Fairview/Cadillac,cadillac,clarif
Fairview Corp/Fairview,Cadillac,cadillac
Faisal/Saudi oil,Bakr,Yamani
Fakkan/Khor,Kuwaiticonnected,carry
Falkenstein/kin,jersey,kinark
Falls/Witchita,HBOC.O,OLN
Family/predictable,Harkin acknowledged,H.J
Far/U.S Commerce,-room,Midweek
Far Hills,/ccx,CCX,N.J attorney
Fargo/guards,BorgWarner because,Burke
Farm/sauce,predictable,H.J
Farm International/Dairy,pct Dairy,Kwik
Farmer/Englebright,exfarm,Censu
Farmer have/papaya,sugarcane,fishfarming
Farmland/Reuter Ramon,anheuserbusch,Melbournebased
Farni R./wurlitzer,FOUNDATION CUTS,wur
Farren/Commerc Undersecretary,J Michael,dept
Fat/introduced,SLOW,Sarawak
Fattah/AlAnbaa,Compani (KOTC),alBader
Favor/Bucharest,nondiscriminatori,Romanian
Faw/awful,sabotag,kidnap
Fax/sevencalendarday,feeder,STEER
Fayetteville/North Carolina,celanese,decrib
Faygo/Natur Beverages,Shasta,beverages
Fe/feared,fe's,Chaco
Fe to/Henley,Sant,fe's
Fear/temper,plunge,negotiators
Fearless/chinese,Cypru,Bottom
Feb/Hoechst AG,l,Gress
Febraury/G- WANTS,adop,resolve
Februari/Hurt,customs,ammount
Februari index,/unrevis,works,figure
Februari than/belgian,influences,february
Februari trade/figure.,come.,customs
February/ammount,worse.,cash Capital
February called/Louvr accords,,faithful,countri Balladur,
February public/Caracasbased,detrimental.,nonrescheduled
FebruaryApril/positon,yet.,gape
Feburari/leading,indicators,SOUTH KOREA'S
Fed/hiccup,scratch,revives
Feder/cci,Hous Armed,nonbroadcast
Feder Department/before.,DEPARTMENT STORES,fds
Feder Deposit/Insuranc Corp,fdics,Seidman
Feder Guaranty/postsplit,symbol,FEDERATED GUARANTY
Feder Home/thrifts,FHLBB CHANGES,FREDDIE MAC
Feder Realty/REALTY CONVERTIBLE,PRICED,INCREASED
Feder Reserve/unfound,Oakland,gotten
Feder Resources/FDRC.O,RETAILER,FEDERAL RESOURCES
Feder Savings/hfet,Montros,montrose
Feder Trade/North Carolina,celanese,decrib
Feder and/Montrose,Montros,montrose
Federal/HFD,cci,AHM
Federation/droughtinduced,reality,ARP
Fee/REPACKAGES DANISH,Chemic New,repackag
Feed/Veghel,mediumshort,TotalY
Feeder/sevencalendarday,feeder,STEER
Feedgrain/sauce,ketchup,emot
FeiLo/Local and,slowly,Keh
Feket/Jano,Westernstyle,forint
Felix/Rigaud,Laidoff,HouphouetBoigny
Feltex/tasman,aproxim,Fridai It
Fer/railways,Man,TGV
Ferdinand/BANK CAN,neighbourhood,CIIF
Ferguson/settlements,overcharg,Omni
Fernandez/involuntari,frills,NEDA
Fernando/-bpd,Alvite,Earthquak
Ferrara/welbilt,Handl,Mesa
Ferraz/Livre,shaken,Lisbon
Ferri/suits,BFI,Albani
Ferris/Allegi Corp,unrecogn,hotels
Ferrovia Paulista,/railway,-years,Sao
Ferruzzi/Agricola,Ceroni,Argimont
Fertilis/NTPC,nonconvertible,R P.
Few/trickl,electrician,Sabena
Fiat/Royc,FIAT.MI,fiat
FibraSteel/Astoria,RAVEN INDUSTRIES,Raven
Fidel/EXPRESSOEH,NSIC.O,objectives....
Fidel International/BLAS.O,blasius,Blasiu
Fidelcor Inc/fidelcor,Lazer,BKNE.OSTAKE
Field/bulgaria,observed,Spotti
Fieldcrest/STN,victor,FLD
Fielder/Australian dlrs,nonunderwritten,multioption
Fielder Ltd>,/Australian dlrs,nonunderwritten,Fielder
Fifteen/deterg,youth,Lusaka
Fifth/FITB.O,FIFTH THIRD,Heritag
Fifth Third/FITB.O,FIFTH THIRD,Heritag
Figueroa/Hector,remit,Neyra
Figuerra/Argentina agreed,Argentine,Sourroil
Figur/mediumshort,gaon,securitiesd
Fiji/Penang,Watersid,Lautoka
Fiji about/Implement,Lang,Sitiven
Fijian/Implement,Lang,Sitiven
Fild/Earlier Squibb,develp,antiinflammatory
Fild Squibb/Earlier Squibb,develp,antiinflammatory
Filipino/hoard,Violent,dollarhoarding
Filipino branch/Reuter Ramon,anheuserbusch,Melbournebased
Filipinos/neighbourhood,CIIF,contravent
Film/Hemdal,CMIN.O,Comput Memories
Fin/DLAR.L,JohnsonMatthey,rue
Final/XYVision Inc,advance,Condon
Finally/Armen,Chemical,illadvised
Financ/Thursdai and,incomes,Small
Financ Immobilier/BFIMSOVAC,banqu,SOVAC
Financ Minister/talking,golf,unpublish
Financ NV/Capit Markets,Curacao,Deutsch
Financ said./separatist,Barber Conable,batter
Finance/Geiger,Helmut Geiger,,fall.
Financi/cci,Secur Savings,scof
Financi Corporation,"/Third World,stresses,World nations.
Financi Security/Landa,FINANCIAL SECURITY,FSSLA.O
Financi now/phfc,PHOENIX FINANCIAL,Data Access
Financial/Fleet,Murray,quarter.
Financier/Serr,FRENCH STATE,Ministri said.
Financiera/banksupported,NF,02050101
Finanziaria/FIVEYEAR,Turin,MLN SFR
Finch/Nash,NAFC.O,Sobei family
Findlei/Hous Agriculture,stiff,feedgrain
Finish/Protract,hierarchy,landlock
Finland/Danish International,Oy,nordic
Fintech/ALRN.O,Xerox Corp's,xerox
Fintrelex/Coesfeld West,Kommanditgesellschaft,Schallplattentruh
Firm/chips,xminus,SPRING
Firsst/FDMC.O,FIRST DATA,sharehopld
First/cci,hiccup,whatsoever
First Bank/Lewiston,Mont.,Nonaccru
First Boston/MUM ON,declaratori,Orlando Fla.
First City/absotluely,Abboud,fbt
First Commercial/threebranch,CITIZENS,FIRST COMMERCIAL
First Data/FDMC.O,FIRST DATA,sharehopld
First Marathon/FMS.A.TO,FIRST MARATHON,nonvoting
First Montauk/MONTAUK SECURITIES>,MCC,MCCPresidential
First National/VVCO.O,Vend shares.,Seslowski
First Tuskaloosa/AmSouth Bancorp,AMSOUTH BANCORP,aso
First Union/FUNC.O,Port Bank,,Sarasota
Firstly/OPEC May,Thirdly,LONDON
Fiscal/incomes,Nonrecur,minibudget
Fish/striking,voting,21.
Fisher/fisher,Seawai,FHR
Fisher Foods/fisher,Seawai,FHR
Fitchburg/indebted,series,Electric
Fitchburg Gas/Fitchburg,indebted,Electric
Fitwat said./House,overreact,Marlin
Fitzwat/computor,fullcourt,sense.
Five/Jupit,Kresg and,CENTS
Five Officials/Pemberton,Edouard Balladur,Larosier Also
Five by/alloy,dyecast,Dyecast alloy
Five talks/German and,Pari agreement.,FRance
FiveYear/talyzin,Gustev,Soviet Union
Fix/Itali Gross,Istat,ISTAT
Fixman/Diversifi,DIVERSIFIED INDUSTRIES,Atwood
Fla/Fortun Financial,Secur Savings,FORTUNE FIN'L
Fla Terms/Fortun Financial,Secur Savings,FORTUNE FIN'L
Fla./advertising,Sunstat,laon
Fla. radio/Kentucki Central,Bluegrass Broadcasting,FCC
Flag/awful,sabotag,kidnap
Flax/tillering,Pool,onepct
Fleet/Financial,Murray,quarter.
Fleet Financial/Fleet,Financial,Murray
Flevoland/workpractice,Elevat,meetings
Float/holdov,unpost,nonweatherrelated
Flore/Stearn Cos,acquirees,acquiror
Florencebased/Meta,LFDI.MI,Iniziativa
Flores/Stearn Cos,Flore,acquirees
Florida/Secur Savings,Fla,adult
Florida Citrus/28,gallons,Bulk
Florida and/District of,Virginia Maryland,,Delaware
Florida that/berg,Berg,ventures
Floridabased/GGFH,First Union,datr
Fluor/Waterford,fluor,FLR
Fluor Corp/Waterford,fluor,FLR
Fluorocarbon/Aurora,FCBN.O,<etn>
Fluorocarbon Co/Fluorocarbon,Aurora,FCBN.O
Fob/Souffl,AugSeptOct,Granier
Fokida/Petso,Aghia,alumina
Follow/plough,Burke,comment GAF
Follow the/clever,devast,diplomats
Followin/PIO.AL,Clara,piosec
Fondiaria/Meta,Florencebased,LFDI.MI
Fondkommiss/Astra was,aids,Acquir
Food/Austin,SHOWS SHARPLY,unevenli
Food Department/Agricultur approved,Dlr a,sri
Food Ltd/Union Enterprises,Macluan,CBF.TO
Food and/APP,poroduct,Baluch
Foodgrain/sake,longstand,Repris
Foods/Gress,Serva,fryer
Foodstuff/Keizai Shinbun,,switched,breeder
Foothil/sierrita,fron,lenders
Foothil Group/Foothil,sierrita,fron
Foothill/sierrita,fron,foothill
Forb/MacAndrew,Revlon said,MacAndrews
Forbes/MacAndrew,Revlon said,MacAndrews
Forc/Militari Sales,Iraq "As,U.S firms
Ford/ORION BROADCAST,OBGI.O,frames
Ford Motor/developing,stretchformed,Probe
Foreign/Gerasimov,SEE,flows.....In
Foreign Ministry/summon,Baqeri,Suleiman
Foreman/labels,salmonella.,thoroughli
Foremost/Hawaiian dairy,Knudsen Foods,WINN ENTERPRISES
Forest/Ecusta,lumbermen,glt
Form/ROYAL BUSINESS,fines,relabel
Formatura/Genoa,Gallah,valv
Formica/Jacquelin,acy,AMERICAN CYANAMID
Formosa/feared,Chaco,Santa Fe
Formul/Revco,D.S,vitamin
Formula/Sekiyu,98,litre
Forrest/CRAA.S,whim,Croesus
Forstman/Saddl,dental,restructured
Forstmann/Saddl,dental,restructured
Forsyth/County a,gwinnett,Winder
Fort/Manufactur Division,laon,Pengo International
Fortier/Smelter Corp,brunswick,miners
Fortsmann/Saddl,dental,restructured
Fortun/ninecounty,Secur Savings,Tandem
Fortun Financial/Secur Savings,FORTUNE FIN'L,Fortun Savings
Fortun Savings/Fortun Financial,Secur Savings,FORTUNE FIN'L
Fortun Systems/Tiger,FORTUNE SYSTEMS,FSYS.O
Foster/NCNG,unwit,PNY
Foster Wheeler/baggag,Conerg,Stearn Airport
Foundat/Saudis,Co But,morris
Four/TransCapit Financial,tfc,statewid
Four Record/ZAYRE CORP,zy,00140101
Fourth/NATIONAL CORP>,IFC,FOURTH
Fourth National/IFC,FOURTH,NATIONAL CORP>
Fowler/eleventh,upwardli,alo
Fox/midAugust,fox,DCAI.O
Frampton Computer/McDonnel,McDonnel Douglas,md
Fran/MALAYSIA TO,virtu,Associat of
Franc/FRANCE,Cascad,Januari 1.1
Franc outstanding/Stabilis,02580101,FECOM
France/Hurt,slows,Czechoslovakia
France Spain/Carburos,Lind,Duffour et
Francisco/ninecounty,Tandem,CXR Telcom
FrancoGerman/currrenc,hourlong,unblock
Francoi/U.N. CLAIMS,currrenc,Silkworm missile
Francx/Monsanto Chemical,EuropeAfrica,MONSANTO TO
Frank/denim,Saudis,Co But
Frankfurt/embezzl,Bundesbnak,innovations
Franklin/Reord April,Insure,insured
Franklin Pennsylvania/FRANKLIN PENNSYLVANIA,TaxFree Income,Govern Securities
Franklin Productions/joe,NASDAQ,Privatelyheld Joe
Fraser/Cato,harmoni,Mulroney
Fraternit/Director Michel,Matin,Gill
Fred/unduli,CDI,RAIDED
Freddi/heineken,successfully,malt
Frederick/Protract,hierarchy,landlock
Free/mediumshort,TotalY,TotalX
Freedom/porfolio,derfer,recognize
Freedom Federal/BUYER,FREEDOM FEDERAL,SEEKS
Freedom Savings/porfolio,derfer,frdm
Freight/contractur,carriers,Buyer
French/FRANCE,successfully,Small
French Cereals/onic,19000615,wednesday
French Finance/boil,plunged,Accord.
French President/currrenc,hourlong,unblock
French language/Telegraph chief,holllinger,year Daily
Frenchbased/BROWN DISC,Brown Disc,Genevar
Frere/SLE,Sara,BFIMSOVAC
Fridai/Istyle,speedboat,Small
Fridai It/tasman,aproxim,Feltex
Fridai The/alright,highyield,TEXACO
Fridai in/thU,onstream,unoffici
Fridai that/Kinnear,U.S Defense,Jamail
Friday/statute,isnt,Newcastle
Friedhelm/inappropriate,ecomom,stimulus
Friedrich Wilhelm/deutsche,Deutsch Bank,Christian
Frit/objective,droughtinduced,reality
Fritz/Livre,shaken,Lisbon
Fritz Leutwiler,/BBC AG,Realistically,Leutwiler
From/overh,preferences,hungari
Frontier/Medic Quadrangle,malpractice,frontier
Frontier Insurance/Medic Quadrangle,Quadrangl,malpractice
Frostex/Austin,Kraft,frostex
Frozen/EXPRESS,FROZEN FOOD,JuneSeptember
Fruehauf/STN,victor,FLD
Frustrat/boil,plunged,Accord.
Fuel/fluidized,jumps,oversuppli
Fujian/Inner,01120101,n
Fuju/Hirabayashi,inflat Rises,rate Operators
Fukukawa/Industri Ministry,,said Shinji,honour
Fukukawa Vice/Industri Ministry,,Fukukawa,said Shinji
Full/deg,Rev 618.4,ELECTRONIC TELE-COMMUNICATIONS
Full name/GATW.O,Montgomeri Street,Nov 13
Funaro/Embassy,funaro,,Brazilian Finance
Funaro said,/Embassy,funaro,,Brazilian Finance
Fund/TaxFree,Mthly,Franklin
Fund Ltd,/Aspen,Colo.,DLOG.O
Fund President/Caico,son,Carlson
Fund foreign/Internatin,monthly,instead
Fundament/effienc,mki,facilitated
Fundament Brokers/effienc,mki,facilitated
Fundamentally/thU,onstream,unoffici
Fundamentals/awful,Apparent,Sungari
Funktion/Design,EIS,Systems
Furnitur/ladd,LADD FURNITURE,Inc Clayton-Marcus
Further/successfully,innovations,Secur Rulemaking
Furthermore/guinea,retrospect,introduced
Fusco/pres,mokg,Corp said
Fusco formerly/pres,Fusco,mokg
Futur/Beutel,innovations,Englebright
Futur vice/forestalled,bridesmaid,resignation
G/xminus,scof,1,001,900
G Robert/sights,said During,hightech
G to/Dowtherm,HT,diphenyl
G-/Hurt,COMMUNIQUE,forestalled
G- ACCORD/further "We,Development,Ishihara
G- ISSUES/Seven --,embodi,frontend
G- SEEMS/Outgo,wrongli,uproar
G- SEEN/fighting,U.S and,monthold
G- STILL/SUPPORTS,MIYAZAWA SAYS,grave
G- TO/RESPECT,Louvre,BALLADUR URGES
G- WANTS/adop,Febraury,resolve
G.D/Gilgor,SmithKlin,tissu
GABELLI FIRMS/PCT STAKE,partners,,GabelliRosenthal
GACO/GardenAmerica,NTRS,Goldman Sachs
GAF/BorgWarner because,guards,reconsiders
GAF Corp/reconsiders,submitted,PLAN
GAF Corp,/BorgWarner because,heck,Rose said,
GAINS/HAS OFFSETTING,expect RJR,covered
GALILEO ELECTRO-OPTICS/gaeo,APril,00510101
GAMA.O/GAMMA BIOLOGICALS,00470101,00100101
GAMCO/partners,,GabelliRosenthal,DIG
GAMMA BIOLOGICALS/GAMA.O,00470101,00100101
GANDER MOUNTAIN/Wyo.,hunting,apparel Terms
GAO/Synar,Rep Mike,unprepared
GAS/NORTHWEST NATURAL,NWNG.O,Fitchburg Gas
GASOIL/RomaBrisbane,CSR SAYS,Ltd <STOS.S>-led
GATEWAY BANCORP/-for-one,gban,Per
GATEWAY COMMUNICATIONS/gway,INC,six
GATEWAY FEDERAL/Net 4,602,000,GATW.O,Gatewai
GATT/introduced,sake,hake
GATT is/justified,Reuter Nihon,Keizai Shinbun,
GATT surveillance/State asked,FSC,Superfund
GATT./globe.,U.S.Israeli,israeli
GATW.O/Net 4,602,000,Gatewai,GATEWAY FEDERAL
GATX CORP/gmt,00950101,earn
GB/TNS,Chevron Exploration,multiplatform
GC/Gener Partners,GenCorp,-dlr-a-share
GCBK.O/na,GREAT COUNTRY,Notethe
GCC/factfinding,alOtaibi,Warner said.
GDFY.O/GODFREY CO,00360101,may
GDP/FRANCE,incomes,minibudget
GDXA.O/GENOVESE DRUG,STORES,00230101
GE/Uccel,modular,Wyly
GE CREDIT/SAYS IT,d,incs
GEC/Picker,U.S Medical,Subsidiari
GECL.L/U.K GEC,U.S Medical,Picker
GEM/handler,Graan Elevator,rotterdam
GEN/bottler,LewisWestco,Gen Term
GENDEX CORP/XRAY.O,equal,cent
GENE/Gilgor,SmithKlin,tissu
GENERAL/Michigan General,mgl,Michigan
GENERAL DEVELOPMENT/cdv,00660101,Nine
GENERAL ELECTRIC/Co GE,doubledigit,RCA
GENERAL HOUSEWARES/ghw,pension,account
GENERAL INSTRUMENT/Rev 240.9,grl,Include
GENERAL PARTNERS/Gener Partners,,Stock Exchange.,Calif.based
GENERAL PUBLIC/gpu,Full,Utiliti
GENERAL SIGNAL/gsx,CORP,00670101
GENETICS INSTITUTE/Period,GENI.O,19000228
GENI.O/GENETICS INSTITUTE,Genet,genetics
GENOVESE DRUG/GDXA.O,STORES,00230101
GEOD.O/GEODYNE RESOURCES,Snyder,PaineWebberGeodyne
GEODYNAMICS CORP/gdyn,00210101,feb
GEODYNE RESOURCES/GEOD.O,PainWebb,PWJ
GEORGIA GULF/GGLF.O,CORP,Nine
GERAIS/carlos,simao,umuarama
GERMAN BANKERS'/discussion,revive,overli
GET/Lynch said,MERRILL TO,Seri A
GETS/clevite's,NASDAQ at,- J.P.
GGFH/datr,datron,Datron
GGG.TO/GUNNAR GOLD,AGREEMENT,VENTURE
GGHF/GGFH,datr,corrects
GGLF.O/CORP,rd,GEORGIA GULF
GHANA LIFTS/harvest.,todai Secretary,Kwesi
GIANT BAY/gbylf,Idaho,Giant Bay
GLAXO PROFITS/01110101,Extraordianri,06860101
GLD/SPMD.O,Gould,protit
GLENFED INC/gln,prepay,borrow
GLOBAL NATURAL/RESOURCES,Ope,gnr
GLOBAL PETROLEUM/Global,Global Petroleum,gnr
GLXO.L/01110101,Extraordianri,06860101
GLYN.L/Genoa,Gallah,valv
GM/carmak,Ward,Cumul
GMHL.L/Wine,seper,CDL.TO
GMSI.O/westworld,recinds,Healthcar
GMT/comment GAF,AV,Saarland
GMT TODAY/millimetres,nilcampo,gonzaga
GMT WERE:/RAIN (MM),CENTIGRADE,ROSA--
GNA/harvest.,todai Secretary,GHANA LIFTS
GNDR.O/Wyo.,pointofpurchase,Ranchman
GNP/scof,thus,Mellon
GODFREY CO/GDFY.O,00360101,may
GOLD/ouncesyard,highergrade,FINDS
GOLD AND/COMEX RAISING,COPPER FUTURES,MARGINS FOR
GOLDEN ENTERPRISES/gldc,Dividend,00150101
GOLDEN VALLEY/MICROWAVE,19000926,GVMF.O
GOLDEN WEST/FHLB,gdw,prepay
GOOW.S/McDougal,Goodman Fielder,goodman
GORDON JEWELRY/gor,aug,00200101
GORMANRUPP CO/grc,Pai June,quarterly
GOS/IIA-,IA-,finds
GOSPLAN/understated,intertwin,outline
GOTAASLARSEN SHIPPING/GOTLF.O,00800101,00620101
GOTLF.O/GOTAASLARSEN SHIPPING,00620101,Nine
GOVERNMENT/TAX FREE,lord,INCOME FUND
GRA/Adelaid,Bundey,openpit
GRAIN/TotalY,mediumshort,1.
GRAND/twelve,UNION CO>,Sale 2.75
GRANDO DO/millimetres,nilcampo,GMT TODAY
GREAT AMERICAN/decidedto,gta,ATCORATCO
GREAT ATLANTIC/Pacif Tea,Rourke,DLCH.O
GREAT COUNTRY/GCBK.O,na,Notethe
GREAT NORTHERN/NEKOOSA,employer,pensions.
GREAT WESTERN/gwf,00450101,00640101
GREATER NEW/amt,Shr N/A,Asset 2.7
GREENMAN BROS/gmn,fiveforfour,00490101
GRGI.O/Greeneri,HEALTH PROPERTIES,Conn for
GRL/SLE,Sara,DDSA
GROUP/ASSETS,Inc <CAN>,,utiliaz
GROUP CUTS/splinter,London investor,Altschul
GROUP LIFTS/Airleas,Entregrowth Interational,PS
GROUP MAY/CDS,brokerage,deRos
GROUP OF/currencies.,briefli,morning
GROUP RAISES/Carlson,Sobei family,cmin
GROUP UPS/Sunstat,tab,tandy
GROWTH/UPWARD,M-A,M- APRIL
GROWTH OF/PALM OIL,Siegfri,Mielk
GRTR.O/amt,Shr N/A,Asset 2.7
GRUMMAN CORP/Eight,gq,Pai May
GS/Pohlad,minneapoli,Irwin Jacobs
GS.N/utter,rubbish,unilever
GSM-/coverage,Algeria for,Guarante
GSP/jumps,carriers,Arabia has
GST/unavoid,cpi,contents
GTA/HFD,cci,AHM
GTE/PABX,Brophy,Sprint
GTE CORP/02970101,03250101,00860101
GTE Corp/midsiezed,PABX,Sprint Earlier,
GTE POSTS/sprint,Blah,PRETAX LOSS
GTY/Kinnear,Jamail,overturn
GUAXUPE/carlos,simao,umuarama
GUIN.L/Panfida,Macarthy,Pharmaci
GULF AND/advertisersupported,Britishbased,academ
GULF CANADA/After the,fourwell,suez
GUMMI/06500101,FOR,tire
GUNNAR GOLD/GGG.TO,AGREEMENT,VENTURE
GVMF.O/MICROWAVE,GOLDEN VALLEY,19000926
GWD/HFD,cci,AHM
GWF/HFD,cci,AHM
Ga/Jenrette,toher,utility
Ga Co's/Gulf of,BROOKLYN UNION'S,Brooklyn Union
Ga./Savannah,gwinnett,weekdai
Ga.based/unit.,Neptune,Schlumberg had
Gabelli/Giorgio,partners,,PLANS OFFER
Gabelli Group/DecisionCapital Fund,fund Gabelli,DecisionCapital
GabelliRosenthal/partners,,GAMCO,DIG
Gabin/Official said,sector The,Nailson
Gabon/mozambique,Kiyonga,Chrispu
Gad/viceversa,bottleneck,yaacobi
Gain/Maybe,pronounc,believe
Gakuen/entrenched,Chihiro,Capel and
Galant/Bradford,runup,IAD
Galaxi/gtv,galaxy,subscrib
Galaxi Cablevision/Galaxi,gtv,galaxy
Galaxi Oil/gox,delisted,criteria Galaxy
Gallah/Genoa,valv,Glynw International
Gallah Ltd,/Genoa,Gallah,valv
Galveston/Seattl,District Council,Todd Shipyards
Gambl/Ronald Perelman,share.,Gillette
Gamco/Giorgio,gabelli,Di
Gander/Wyo.,apparel Terms,hunting
Gander Mountain/Wyo.,pointofpurchase,Ranchman
Gandhi/pride,valuable,Section
Ganilau/Penang,gangs,tel
Ganilau said./Penang,gangs,tel
Garanti/Placement,Agricole,Credit National
Garcia/Hector,remit,Neyra
Garcin/British group,EMI,Thorn
Garden/Uccel,Wyly,comeback
GardenAmerica/NTRS,GACO,Goldman Sachs
Gardner/pres,Fusco,mokg
Garfinckel/garfinckel's,Stori,CMP.T
Garfinckels/Ark. and,Heers,Texa and
Gari/gll,expos,Ouachita
Gari Associates/gull,gll,Gull
Garn/hightechnology,Three U.S.,toshiba
Garnac/Radnik,Casablanca,Legionario
Garo/paint,Pace,Armen
Garza/ARP,singlingout,omb
Gas/NORTH SEA,propane,Sea LPG
GasNAll/UniMarts,IMMA.O,Uni Marts
Gasolin/Yeartodate,Energi Information,distil
Gate/Implement,Lang,Sitiven
Gatewai/Net 4,602,000,GATW.O,GATEWAY FEDERAL
Gatewai Medical/westworld,recinds,Healthcar
Gather/NUDY.O,ND Resources,Atoka
Gatt/downvalu,arduou,panacea
Gaughan/supplant,wanting,protected
Gaurd/Nation Park,,Agenci Inc,Cartel Security
Gear/bcwagain,adjourns,adjourn The
Gebang/IIA-,IA-,finds
Gebrued/billion Note,SULZ.Z,Sulzer
Geelong/Capitain,berth,Wallis
Geiger/fall.,Finance,U.S Dollar's
Geipel/Bonn in,talking,golf
Gelco/bramall,Bramal,C.D
Gemina/ambrosiano,Nuovo,gemina
Gen/bottler,LewisWestco,GEN
Gen Term/bottler,LewisWestco,GEN
GenCorp/cash Under,nonbroadcast,jointi
GenCorp./Rip Tilden,Gencorp Inc,cash Under
Gencorp/Rip Tilden,cash Under,nonbroadcast
Gencorp Inc/Rip Tilden,cash Under,nonbroadcast
Gene/CSR offer,happier,banctexas
Geneen/ordnanc,mpb,Bear Acquisition
Genentech/Gilgor,SmithKlin,tissu
Gener/introduced,nonbroadcast,Wyly
Gener Agreement/Keizai Shinbun,,influential,Australian Minister
Gener Electric/doubledigit,rca,attibut
Gener Motors/Acceptanc,secur The,AA-
Gener Partners/GC,-dlr-a-share,gy
Gener Partners,/Stock Exchange.,GENERAL PARTNERS,Calif.based
Gener Products/virus,generation,bacteria
General/Serr,finalise,BELB.BR
Genet/genetics,GENI.O,somewhat
Genet Institute/genetics,Genet,GENI.O
Geneva/Bundesbank council,,CDU,sake
Geneva U.S.A.>/PAN AM,Johnson Geneva,owership
Geneva on/EC Commission.,counteroffer,pleased
Genevar/BROWN DISC,Brown Disc,Frenchbased
Genoa/valv,Gallah,Glynw International
Genossenschaftbank/battle...But,Baker wishes,,Reid
Geodyn/Snyder,SETS WARRANTS,,iit
Geodyn Resources/Snyder,PaineWebberGeodyne,Geodyn
Geoffrei/awful,Apparent,Implement
